reference_no,study_number,mix_number,author,year,specimen_code,Cement (kg/m3),fly_ash_kg_m3,ggbfs_kg_m3,silica_fume_kg_m3,kaolin_kgm3,other_scm1_kg_m3,other_scm1_type,other_scm2_kg_m3,other_scm2_type,nca_kg_m3,rca_kg_m3,nfa_kg_m3,rca_volume_ratio_%,water_kg_m3,added_water_kg_m3,superplasticizer_kg_m3,water_eff_kg_m3,wbr_total,b_coarseagg_ratio,binder_fineagg_ratio,nca1_sg,nca1_nms_mm,nca1_material_type,nca1_crushing_index_pct,nca1_la_abrasion_pct,nca1_fineness_modulus,nca1_w_abs_pct,nca2_sg,nca2_nms_mm,nca2_material_type,nca2_crushing_index_pct,nca2_la_abrasion_pct,nca2_fineness_modulus,nca2_w_abs_pct,rca1_sg,rca1_nms_mm,rca1_material_type,rca1_crushing_index_pct,rca1_la_abrasion_pct,rca1_fineness_modulus,rca1_w_abs_pct,rca2_sg,rca2_nms_mm,rca2_material_type,rca2_crushing_index_pct,rca2_la_abrasion_pct,rca2_fineness_modulus,rca2_w_abs_pct,nfa1_sg,nfa1_nms_mm,nfa1_material_type,nfa1_crushing_index_pct,nfa1_la_abrasion_pct,nfa1_fineness_modulus,nfa1_w_abs_pct,nfa2_sg,nfa2_nms_mm,nfa2_material_type,nfa2_crushing_index_pct,nfa2_la_abrasion_pct,nfa2_fineness_modulus,nfa2_w_abs_pct,reactivity_modulus,silica_modulus,alumina_modulus,cube_dimension,fc_cube_1d_mpa,fc_cube_3d_mpa,fc_cube_7d_mpa,fc_cube_14d_mpa,fc_cube_21d_mpa,fc_cube_28d_mpa,fc_cube_56d_mpa,fc_cube_90d_mpa,fc_cube_180d_mpa,cyl_dia_mm,cyl_height_mm,fc_cyl_1d_mpa,fc_cyl_3d_mpa,fc_cyl_7d_mpa,fc_cyl_14d_mpa,fc_cyl_21d_mpa,fc_cyl_28d_mpa,fc_cyl_56d_mpa,fc_cyl_90d_mpa,fc_cyl_180d_mpa
[79],36,503,Alnahhal et al.,2017,RHA20,304,76,,,,,,,,,943,750,100%,209,232,3.04,211,0.56,0.4,0.51,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.788388278,4.610115911,1.709493219,100,12.7,,24.4,30.8,,33.3,34.5,33.6,,,,,,,,,,,,
[79],36,504,Alnahhal et al.,2017,RHA30,266,114,,,,,,,,,943,750,100%,209,232,3.04,211,0.56,0.4,0.51,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.442106227,6.233303651,1.691969636,100,11.3,,19.5,21,,29.8,28.9,31.4,,,,,,,,,,,,
[79],36,505,Alnahhal et al.,2017,POFA10,342,,,,,38,POFA,,POCP,,943,750,100%,209,232,3.04,211,0.56,0.4,0.51,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,3.153100247,2.70019198,1.538857298,100,12.7,,20.2,24.7,,27.4,28.7,29.5,,,,,,,,,,,,
[79],36,506,Alnahhal et al.,2017,POFA20,304,,,,,76,POFA,,POCP,,943,750,100%,209,232,3.04,211,0.56,0.4,0.51,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.825248113,3.135209479,1.371299548,100,11,,19.3,22.7,,25.3,24.8,27,,,,,,,,,,,,
[79],36,507,Alnahhal et al.,2017,POFA30,266,,,,,114,POFA,,POCP,,943,750,100%,209,232,3.04,211,0.56,0.4,0.51,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.497395979,3.563287154,1.226688479,100,10.5,,17.5,19.7,,23.2,25.3,26.1,,,,,,,,,,,,
[79],36,508,Alnahhal et al.,2017,POCP10,342,,,,,,POFA,38,POCP,,943,750,100%,209,232,3.04,211,0.56,0.36,0.46,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,3.154933772,2.645267402,1.668932314,100,12.6,,21.1,21.8,,26.2,27.1,27.4,,,,,,,,,,,,
[79],36,509,Alnahhal et al.,2017,POCP20,304,,,,,,POFA,76,POCP,,943,750,100%,209,232,3.04,211,0.56,0.32,0.41,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.828915164,3.022413071,1.607318405,100,12.2,,20.5,24.2,,26.9,27,28.3,,,,,,,,,,,,
[79],36,510,Alnahhal et al.,2017,POCP30,266,,,,,,POFA,114,POCP,,943,750,100%,209,232,3.04,211,0.56,0.28,0.35,2.62,20,Crushed Granite,,,,0.77,,,,,,,,2.42,20,C&D waste,,,,2.36,,,,,,,,2.79,4.75,River sand,,,,1.1,,,,,,,,2.502896556,3.389888337,1.549960453,100,9.7,,16,21,,24.5,25.1,26,,,,,,,,,,,,
[80],37,511,Khodair and Bommareddy,2017,RCA0-FA0-S0,375,,,,,,,,,865,,880,0%,142.5,,5.92,146,0.39,0.43,0.43,,,,,,,,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,3.173913043,3.538461538,2.25,,,,,,,,,,,100,200,,31.1765,,47.6471,,54.4118,,,
[80],37,512,Khodair and Bommareddy,2017,RCA0-FA50-S0,187.5,187.5,,,,,,,,865,,880,0%,142.5,,6.32,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.274456522,1.769662921,3.395061728,,,,,,,,,,,100,200,,24.1176,,37.3529,,44.4118,,,
[80],37,513,Khodair and Bommareddy,2017,RCA0-FA0-S50,187.5,,187.5,,,,,,,865,,880,0%,142.5,,7.96,148,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.286956522,2.825112108,4.868421053,,,,,,,,,,,100,200,,30.2941,,45,,51.4706,,,
[80],37,514,Khodair and Bommareddy,2017,RCA0-FA25-S25,187.5,93.75,93.75,,,,,,,865,,880,0%,142.5,,7.56,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.280706522,2.176165803,3.865546218,,,,,,,,,,,100,200,,26.4706,,40,,45.8824,,,
[80],37,515,Khodair and Bommareddy,2017,RCA25-FA0-S0,375,,,,,,,,,649,216,880,25%,142.5,,6.71,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,3.173913043,3.538461538,2.25,,,,,,,,,,,100,200,,24.6512,,34.6512,,40.4651,,,
[80],37,516,Khodair and Bommareddy,2017,RCA25-FA50-S0,187.5,187.5,,,,,,,,649,216,880,25%,142.5,,5.92,146,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.274456522,1.769662921,3.395061728,,,,,,,,,,,100,200,,14.186,,26.2791,,33.7209,,,
[80],37,517,Khodair and Bommareddy,2017,RCA25-FA0-S50,187.5,,187.5,,,,,,,649,216,880,25%,142.5,,7.17,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.286956522,2.825112108,4.868421053,,,,,,,,,,,100,200,,22.3256,,31.3953,,37.2093,,,
[80],37,518,Khodair and Bommareddy,2017,RCA25-FA25-S25,187.5,93.75,93.75,,,,,,,649,216,880,25%,142.5,,7.9,148,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.280706522,2.176165803,3.865546218,,,,,,,,,,,100,200,,18.8372,,28.3721,,34.8837,,,
[80],37,519,Khodair and Bommareddy,2017,RCA50-FA0-S0,375,,,,,,,,,432.5,432.5,880,50%,142.5,,6.77,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,3.173913043,3.538461538,2.25,,,,,,,,,,,100,200,,22.3719,,30.2212,,34.2602,,,
[80],37,520,Khodair and Bommareddy,2017,RCA50-FA50-S0,187.5,187.5,,,,,,,,432.5,432.5,880,50%,142.5,,7.96,148,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.274456522,1.769662921,3.395061728,,,,,,,,,,,100,200,,10.6385,,21.1073,,27.5264,,,
[80],37,521,Khodair and Bommareddy,2017,RCA50-FA0-S50,187.5,,187.5,,,,,,,432.5,432.5,880,50%,142.5,,7.16,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.286956522,2.825112108,4.868421053,,,,,,,,,,,100,200,,19.3772,,26.99,,32.2195,,,
[80],37,522,Khodair and Bommareddy,2017,RCA50-FA25-S25,187.5,93.75,93.75,,,,,,,432.5,432.5,880,50%,142.5,,8.9,148,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.280706522,2.176165803,3.865546218,,,,,,,,,,,100,200,,15.5005,,24.3043,,30.2488,,,
[80],37,523,Khodair and Bommareddy,2017,RCA75-FA0-S0,375,,,,,,,,,216.25,648.75,880,75%,142.5,,7.2,147,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,3.173913043,3.538461538,2.25,,,,,,,,,,,100,200,,20.6041,,31.6177,,33.4477,,,
[80],37,524,Khodair and Bommareddy,2017,RCA75-FA50-S0,187.5,187.5,,,,,,,,216.25,648.75,880,75%,142.5,,8.7,148,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.274456522,1.769662921,3.395061728,,,,,,,,,,,100,200,,13.4027,,20.5395,,24.4092,,,
[80],37,525,Khodair and Bommareddy,2017,RCA75-FA0-S50,187.5,,187.5,,,,,,,216.25,648.75,880,75%,142.5,,8.45,148,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.286956522,2.825112108,4.868421053,,,,,,,,,,,100,200,,18.6516,,23.9496,,27.6181,,,
[80],37,526,Khodair and Bommareddy,2017,RCA75-FA25-S25,187.5,93.75,93.75,,,,,,,216.25,648.75,880,75%,142.5,,9.21,148,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.280706522,2.176165803,3.865546218,,,,,,,,,,,100,200,,14.9189,,21.4442,,24.4983,,,
[80],37,527,Khodair and Bommareddy,2017,RCA100-FA0-S0,375,,,,,,,,,,865,880,100%,142.5,,8.47,148,0.39,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,3.173913043,3.538461538,2.25,,,,,,,,,,,100,200,,12.4139,,20.3697,,22.5434,,,
[80],37,528,Khodair and Bommareddy,2017,RCA100-FA50-S0,187.5,187.5,,,,,,,,,865,880,100%,142.5,,9.23,148,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.274456522,1.769662921,3.395061728,,,,,,,,,,,100,200,,7.38801,,14.3798,,16.5529,,,
[80],37,529,Khodair and Bommareddy,2017,RCA100-FA0-S50,187.5,,187.5,,,,,,,,865,880,100%,142.5,,8.84,148,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.286956522,2.825112108,4.868421053,,,,,,,,,,,100,200,,9.83141,,16.8244,,19.4782,,,
[80],37,530,Khodair and Bommareddy,2017,RCA100-FA25-S25,187.5,93.75,93.75,,,,,,,,865,880,100%,142.5,,11.42,150,0.4,0.43,0.43,2.68,9.5,Crushed limestone,,,,1.2,,,,,,,,2.39,25,C&D waste,,,,3.03,,,,,,,,2.67,2.5,River sand,,,,2.5,,,,,,,,2.280706522,2.176165803,3.865546218,,,,,,,,,,,100,200,,8.17927,,15.6536,,20.7168,,,
[81],38,531,Kubissa et al.,2017,REC1,300,200,,0,0,0,Fluidized fly ash,,,,812,734,100%,172,,8,177,0.35,0.62,0.68,,,,,,,,,,,,,,,,16,C&D waste,,,,,,,,,,,,,4,Natural siliceous sand,,,,,,,,,,,,1.528629106,1.993007712,5.029138252,150,,,,,,48.4,,58.1,,,,,,,,,,,,
[81],38,532,Kubissa et al.,2017,REC2,300,200,,50,0,0,Fluidized fly ash,,,,763,689,100%,186,,9,192,0.35,0.72,0.8,,,,,,,,,,,,,,,,16,C&D waste,,,,,,,,,,,,,4,Natural siliceous sand,,,,,,,,,,,,1.390806334,2.474590164,4.995085995,150,,,,,,54.6,,66.2,,,,,,,,,,,,
[81],38,533,Kubissa et al.,2017,REC3,300,200,,0,50,0,Fluidized fly ash,,,,768,694,100%,185,,9,191,0.35,0.72,0.79,,,,,,,,,,,,,,,,16,C&D waste,,,,,,,,,,,,,4,Natural siliceous sand,,,,,,,,,,,,1.46158544,1.85746797,6.116976605,150,,,,,,53.3,,60.8,,,,,,,,,,,,
[81],38,534,Kubissa et al.,2017,REC6,300,200,,0,0,50,Fluidized fly ash,,,,765,691,100%,183,,9,189,0.34,0.72,0.8,,,,,,,,,,,,,,,,16,C&D waste,,,,,,,,,,,,,4,Natural siliceous sand,,,,,,,,,,,,1.50572241,1.818603652,5.073851775,150,,,,,,49.9,,61.4,,,,,,,,,,,,
[81],38,535,Kubissa et al.,2017,REC7,300,125,,0,0,125,Fluidized fly ash,,,,744,672,100%,201,,10,208,0.38,0.74,0.82,,,,,,,,,,,,,,,,16,C&D waste,,,,,,,,,,,,,4,Natural siliceous sand,,,,,,,,,,,,1.588735553,1.697030881,4.952808704,150,,,,,,48.7,,55.7,,,,,,,,,,,,
[82],39,536,Male�ev et al.,2017,E1,350,,,,,,,,,,848,849,100%,190,225.6,,190,0.54,0.41,0.41,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,3.16,0.688816856,0.219367589,150,,,,,,41.63,,,,,,,,,,,,,,
[82],39,537,Male�ev et al.,2017,E2,412,,,,,,,,,,848,849,100%,165,200.6,2.5,167,0.4,0.49,0.49,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,3.16,0.688816856,0.219367589,150,,,,,,52.73,,,,,,,,,,,,,,
[82],39,538,Male�ev et al.,2017,E3,473,,,,,,,,,,848,849,100%,142,177.6,5.7,146,0.31,0.56,0.56,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,3.16,0.688816856,0.219367589,150,,,,,,68.53,,,,,,,,,,,,,,
[82],39,539,Male�ev et al.,2017,R11,255,76.8,,,,,,,,,848,849,100%,180.7,216.3,,181,0.54,0.39,0.39,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.547244799,1.006289473,0.432733057,150,,,,,,38.6,,,,,,,,,,,,,,
[82],39,540,Male�ev et al.,2017,R12,304,91,,,,,,,,,848,849,100%,158,193.6,0.79,159,0.4,0.47,0.47,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.550117089,1.004740114,0.431510611,150,,,,,,49.6,,,,,,,,,,,,,,
[82],39,541,Male�ev et al.,2017,R13,348,104,,,,,,,,,848,849,100%,135.6,171.2,2.71,137,0.3,0.53,0.53,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.550888116,1.004324311,0.431182897,150,,,,,,64.7,,,,,,,,,,,,,,
[82],39,542,Male�ev et al.,2017,R21,218,109,,,,,,,,,848,849,100%,177.6,213.2,,178,0.54,0.39,0.39,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.277568681,1.154480862,0.560164491,150,,,,,,36.1,,,,,,,,,,,,,,
[82],39,543,Male�ev et al.,2017,R22,257,129,,,,,,,,,848,849,100%,154.4,190,1.54,155,0.4,0.46,0.45,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.27528259,1.155760581,0.561363734,150,,,,,,47.9,,,,,,,,,,,,,,
[82],39,544,Male�ev et al.,2017,R23,295,148,,,,,,,,,848,849,100%,133,168.6,1.77,134,0.3,0.52,0.52,,,,,,,,,,,,,,,2.35,8,C&D waste,17,,,5.1,2.35,16,C&D waste,20,,,3.5,2.65,4,River sand,,,,1,,,,,,,,2.275576737,1.1555959,0.561209305,150,,,,,,62.27,,,,,,,,,,,,,,
[83],40,545,Prajapati and Jamani,2017,CM,383.16,,,,,,,,,1141.16,,691.6,0%,191.56,,,192,0.5,0.34,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,3.462686567,2.364705882,1.361111111,150,,,19.5927,,,31.4322,,,,,,,,,,,,,,
[83],40,546,Prajapati and Jamani,2017,R20G20,268.212,,76.632,,38.316,,,,,912.928,199.6725046,691.6,20%,191.56,,,192,0.5,0.34,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.713557284,2.695507912,1.8329718,150,,,19.4096,,,31.8613,,,,,,,,,,,,,,
[83],40,547,Prajapati and Jamani,2017,R20G30,229.896,,114.948,,38.316,,,,,912.928,199.6725046,691.6,20%,191.56,,,192,0.5,0.34,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.512126971,2.855088914,2.135231317,150,,,18.0015,,,34.3304,,,,,,,,,,,,,,
[83],40,548,Prajapati and Jamani,2017,R20G40,191.58,,153.264,,38.316,,,,,912.928,199.6725046,691.6,20%,191.56,,,192,0.5,0.34,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.310696659,3.010969833,2.5,150,,,17.2053,,,34.5554,,,,,,,,,,,,,,
[83],40,549,Prajapati and Jamani,2017,R35G20,268.212,,76.632,,38.316,,,,,741.754,349.4268831,691.6,35%,191.56,,,192,0.5,0.35,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.713557284,2.695507912,1.8329718,150,,,19.0634,,,28.8616,,,,,,,,,,,,,,
[83],40,550,Prajapati and Jamani,2017,R35G30,229.896,,114.948,,38.316,,,,,741.754,349.4268831,691.6,35%,191.56,,,192,0.5,0.35,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.512126971,2.855088914,2.135231317,150,,,18.0635,,,31.1275,,,,,,,,,,,,,,
[83],40,551,Prajapati and Jamani,2017,R35G40,191.58,,153.264,,38.316,,,,,741.754,349.4268831,691.6,35%,191.56,,,192,0.5,0.35,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.310696659,3.010969833,2.5,150,,,16.86,,,30.9439,,,,,,,,,,,,,,
[83],40,552,Prajapati and Jamani,2017,R50G20,268.212,,76.632,,38.316,,,,,570.58,499.1812615,691.6,50%,191.56,,,192,0.5,0.36,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.713557284,2.695507912,1.8329718,150,,,18.1054,,,27.0868,,,,,,,,,,,,,,
[83],40,553,Prajapati and Jamani,2017,R50G30,229.896,,114.948,,38.316,,,,,570.58,499.1812615,691.6,50%,191.56,,,192,0.5,0.36,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.512126971,2.855088914,2.135231317,150,,,16.2887,,,28.9441,,,,,,,,,,,,,,
[83],40,554,Prajapati and Jamani,2017,R50G40,191.58,,153.264,,38.316,,,,,570.58,499.1812615,691.6,50%,191.56,,,192,0.5,0.36,0.55,2.82,20,Crushed stone,,,,0.97,2.78,10,Crushed stone,,,,0.91,2.57,20,C&D waste,,,,5.2,2.28,10,C&D waste,,,,6.12,,,,,,,,,,,,,,,2.310696659,3.010969833,2.5,150,,,15.2893,,,27.7401,,,,,,,,,,,,,,
[84],41,555,Sajedi and Jalilifar,2017,CC-Z10,378,,,,,42,Natural zeolite,,,815,,888,0%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,19,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,3.088686422,2.564426877,1.908045977,150,,,32.2,,,37.4,,,,,,,,,,,,,,
[84],41,556,Sajedi and Jalilifar,2017,RC25-Z10,378,,,,,42,Natural zeolite,,,570,245,888,20%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,3.088686422,2.564426877,1.908045977,150,,,31.9,,,39.6,,,,,,,,,,,,,,
[84],41,557,Sajedi and Jalilifar,2017,RC50-Z10,378,,,,,42,Natural zeolite,,,408,408,888,50%,150,,4.2,153,0.36,0.51,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,3.088686422,2.564426877,1.908045977,150,,,34.1,,,38.7,,,,,,,,,,,,,,
[84],41,558,Sajedi and Jalilifar,2017,RC100-Z10,378,,,,,42,Natural zeolite,,,0,815,888,100%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,3.088686422,2.564426877,1.908045977,150,,,32.2,,,36.3,,,,,,,,,,,,,,
[84],41,559,Sajedi and Jalilifar,2017,CC-Z20,336,,,,,84,Natural zeolite,,,815,,888,0%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.768538257,2.933333333,2.202453988,150,,,28.8,,,34.8,,,,,,,,,,,,,,
[84],41,560,Sajedi and Jalilifar,2017,RC25-Z20,336,,,,,84,Natural zeolite,,,570,245,888,20%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.768538257,2.933333333,2.202453988,150,,,31.5,,,37.2,,,,,,,,,,,,,,
[84],41,561,Sajedi and Jalilifar,2017,RC50-Z20,336,,,,,84,Natural zeolite,,,408,408,888,50%,150,,4.2,153,0.36,0.51,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.768538257,2.933333333,2.202453988,150,,,29.5,,,31.3,,,,,,,,,,,,,,
[84],41,562,Sajedi and Jalilifar,2017,RC100-Z20,336,,,,,84,Natural zeolite,,,0,815,888,100%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.768538257,2.933333333,2.202453988,150,,,27.5,,,32.4,,,,,,,,,,,,,,
[84],41,563,Sajedi and Jalilifar,2017,CC-Z30,294,,,,,126,Natural zeolite,,,815,,888,0%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.448390093,3.280297398,2.539473684,150,,,31.4,,,37.4,,,,,,,,,,,,,,
[84],41,564,Sajedi and Jalilifar,2017,RC25-Z30,294,,,,,126,Natural zeolite,,,570,245,888,20%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.448390093,3.280297398,2.539473684,150,,,26,,,31.3,,,,,,,,,,,,,,
[84],41,565,Sajedi and Jalilifar,2017,RC50-Z30,294,,,,,126,Natural zeolite,,,408,408,888,50%,150,,4.2,153,0.36,0.51,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.448390093,3.280297398,2.539473684,150,,,23.7,,,29.2,,,,,,,,,,,,,,
[84],41,566,Sajedi and Jalilifar,2017,RC100-Z30,294,,,,,126,Natural zeolite,,,0,815,888,100%,150,,4.2,153,0.36,0.52,0.47,,19,Crushed granite,,,,,,,,,,,,,20,C&D waste,,,,,,,,,,,,,2,River sand,,,,,,,,,,,,2.448390093,3.280297398,2.539473684,150,,,20.6,,,23.7,,,,,,,,,,,,,,
