reference_no,study_number,mix_number,author,year,specimen_code,Cement (kg/m3),fly_ash_kg_m3,ggbfs_kg_m3,silica_fume_kg_m3,kaolin_kgm3,other_scm1_kg_m3,other_scm1_type,other_scm2_kg_m3,other_scm2_type,nca_kg_m3,rca_kg_m3,nfa_kg_m3,rca_volume_ratio_%,water_kg_m3,added_water_kg_m3,superplasticizer_kg_m3,water_eff_kg_m3,wbr_total,b_coarseagg_ratio,binder_fineagg_ratio,nca1_sg,nca1_nms_mm,nca1_material_type,nca1_crushing_index_pct,nca1_la_abrasion_pct,nca1_fineness_modulus,nca1_w_abs_pct,nca2_sg,nca2_nms_mm,nca2_material_type,nca2_crushing_index_pct,nca2_la_abrasion_pct,nca2_fineness_modulus,nca2_w_abs_pct,rca1_sg,rca1_nms_mm,rca1_material_type,rca1_crushing_index_pct,rca1_la_abrasion_pct,rca1_fineness_modulus,rca1_w_abs_pct,rca2_sg,rca2_nms_mm,rca2_material_type,rca2_crushing_index_pct,rca2_la_abrasion_pct,rca2_fineness_modulus,rca2_w_abs_pct,nfa1_sg,nfa1_nms_mm,nfa1_material_type,nfa1_crushing_index_pct,nfa1_la_abrasion_pct,nfa1_fineness_modulus,nfa1_w_abs_pct,nfa2_sg,nfa2_nms_mm,nfa2_material_type,nfa2_crushing_index_pct,nfa2_la_abrasion_pct,nfa2_fineness_modulus,nfa2_w_abs_pct,reactivity_modulus,silica_modulus,alumina_modulus,cube_dimension,fc_cube_1d_mpa,fc_cube_3d_mpa,fc_cube_7d_mpa,fc_cube_14d_mpa,fc_cube_21d_mpa,fc_cube_28d_mpa,fc_cube_56d_mpa,fc_cube_90d_mpa,fc_cube_180d_mpa,cyl_dia_mm,cyl_height_mm,fc_cyl_1d_mpa,fc_cyl_3d_mpa,fc_cyl_7d_mpa,fc_cyl_14d_mpa,fc_cyl_21d_mpa,fc_cyl_28d_mpa,fc_cyl_56d_mpa,fc_cyl_90d_mpa,fc_cyl_180d_mpa
[85],42,567,Shaikh,2017,Control,455,,,,,,,,,1100,,770,0%,182,,,182,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,4,River sand,,,,1,,,,,,,,3.352132701,2.529976019,1.690322581,,,,,,,,,,,100,200,,40.2151,50.9677,,,58.2796,61.2903,63.0108,
[85],42,568,Shaikh,2017,50%RCA,455,,,,,,,,,550,550,770,100%,182,,,182,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.352132701,2.529976019,1.690322581,,,,,,,,,,,100,200,,,41.7204,,,51.6129,50.7527,52.4731,
[85],42,569,Shaikh,2017,50%RCA+50%Slag,228,,228,,,,,,,550,550,770,100%,182,,,182,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.598716582,2.356954225,4.795918367,,,,,,,,,,,100,200,,17.4194,27.3118,,,42.5806,44.3011,49.2473,
[85],42,570,Shaikh,2017,50%RCA+45%Slag+5%SF,228,,203,23,,,,,,550,550,770,100%,182,,1.82,183,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.509882125,2.753069437,4.36000923,,,,,,,,,,,100,200,,19.3548,35.2688,,,46.4516,,,
[85],42,571,Shaikh,2017,50%RCA+40%Slag+10%SF,228,,182,46,,,,,,550,550,770,100%,182,,2.58,184,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.415218005,3.189781621,3.983886236,,,,,,,,,,,100,200,,19.3548,38.0645,,,49.0323,49.0323,54.1935,
[85],42,572,Shaikh,2017,50%RCA+35%Slag+15%SF,228,,159,68,,,,,,550,550,770,100%,182,,2.8,184,0.4,0.41,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.328517502,3.666393559,3.606080467,,,,,,,,,,,100,200,,20,33.3333,,,43.4409,,,
[86],43,573,Singh et al.,2017,NFR0,305,305,,,,,,,,668.25,,798.6,0%,207.4,,3.416,210,0.34,0.91,0.76,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.259532336,1.720036388,3.647991543,100,,,27.8294,,,37.7461,,,,,,,,,,,,,,
[86],43,574,Singh et al.,2017,NFR50,305,305,,,,,,,,334.13,306.6,798.6,50%,207.4,,3.599,210,0.34,0.95,0.76,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.259532336,1.720036388,3.647991543,100,,,27.3177,,,37.2331,,,,,,,,,,,,,,
[86],43,575,Singh et al.,2017,NFR100,305,305,,,,,,,,,613.8,798.6,100%,207.4,,3.538,210,0.34,0.99,0.76,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.259532336,1.720036388,3.647991543,100,,,26.8049,,,36.7212,,,,,,,,,,,,,,
[86],43,576,Singh et al.,2017,MFKR0,437,156,,,32,,,,,668.25,,798.6,0%,212.5,,4.625,216,0.34,0.94,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.940886527,1.742116834,2.621143839,100,,,39.858,,,55.5139,,,,,,,,,,,,,,
[86],43,577,Singh et al.,2017,MFKR50,437,156,,,32,,,,,334.13,306.6,798.6,50%,212.5,,4.625,216,0.34,0.98,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.940886527,1.742116834,2.621143839,100,,,39.3463,,,53.697,,,,,,,,,,,,,,
[86],43,578,Singh et al.,2017,MFKR100,437,156,,,32,,,,,,613.8,798.6,100%,212.5,,4.625,216,0.34,1.02,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.940886527,1.742116834,2.621143839,100,,,39.0953,,,52.6635,,,,,,,,,,,,,,
[86],43,579,Singh et al.,2017,MFSR0,434,155,,31,,,,,,668.25,,798.6,0%,210.8,,4.588,214,0.34,0.93,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.912547759,2.068252666,2.306749132,100,,,39.6266,,,53.4551,,,,,,,,,,,,,,
[86],43,580,Singh et al.,2017,MFSR50,434,155,,31,,,,,,334.13,306.6,798.6,50%,210.8,,4.588,214,0.34,0.97,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.912547759,2.068252666,2.306749132,100,,,38.0708,,,52.161,,,,,,,,,,,,,,
[86],43,581,Singh et al.,2017,MFSR100,434,155,,31,,,,,,,613.8,798.6,100%,210.8,,4.588,214,0.34,1.01,0.78,2.7,21,Crushed limestone,17.82,,6.29,0.7,,,,,,,,2.48,22,C&D waste,23.87,,,3.92,,,,,,,,2.64,4,River sand,,,2.6,1.02,,,,,,,,2.912547759,2.068252666,2.306749132,100,,,33.385,,,51.3878,,,,,,,,,,,,,,
[87],44,582,Sunayana and Barai,2017,NAC-0.4,410,,,,,,,,,1143,,762,0%,164,,,164,0.4,0.36,0.54,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,3.021352313,2.219151037,2.365448505,150,,,30.9839,,,51.4684,,65.455,,,,,,,,,,,,
[87],44,583,Sunayana and Barai,2017,RAC+FA20-0.4,361,90,,,,,,,,,988,659,100%,180.4,,1.6687,181,0.4,0.46,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.55175736,1.815385381,3.819901299,150,,,26.8882,,,48.7799,,58.5281,,,,,,,,,,,,
[87],44,584,Sunayana and Barai,2017,RAC+FA30-0.4,316,135,,,,,,,,,1005,659,100%,180.4,,1.8942,182,0.4,0.45,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.316959884,1.707779844,4.44729935,150,,,22.1552,,,46.1502,,52.3855,,,,,,,,,,,,
[87],44,585,Sunayana and Barai,2017,NAC-0.43,410,,,,,,,,,1143,,762,0%,176.3,,,176,0.43,0.36,0.54,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,3.021352313,2.219151037,2.365448505,150,,,28.9214,,,44.4059,,58.8925,,,,,,,,,,,,
[87],44,586,Sunayana and Barai,2017,RAC+FA20-0.43,361,90,,,,,,,,,988,659,100%,193.93,,1.6687,195,0.43,0.46,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.55175736,1.815385381,3.819901299,150,,,23.7345,,,44.6718,,52.7525,,,,,,,,,,,,
[87],44,587,Sunayana and Barai,2017,RAC+FA30-0.43,316,135,,,,,,,,,1005,659,100%,193.93,,1.8942,195,0.43,0.45,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.316959884,1.707779844,4.44729935,150,,,21.6548,,,43.0105,,48.2857,,,,,,,,,,,,
[87],44,588,Sunayana and Barai,2017,NAC-0.45,410,,,,,,,,,1143,,762,0%,184.5,,,185,0.45,0.36,0.54,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,3.021352313,2.219151037,2.365448505,150,,,25.3555,,,42.8414,,56.078,,,,,,,,,,,,
[87],44,589,Sunayana and Barai,2017,RAC+FA20-0.45,361,90,,,,,,,,,988,659,100%,202.95,,1.6687,204,0.45,0.46,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.55175736,1.815385381,3.819901299,150,,,22.723,,,43.4255,,50.7914,,,,,,,,,,,,
[87],44,590,Sunayana and Barai,2017,RAC+FA30-0.45,316,135,,,,,,,,,1005,659,100%,202.95,,1.8942,204,0.45,0.45,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.316959884,1.707779844,4.44729935,150,,,17.5557,,,41.7914,,46.5857,,,,,,,,,,,,
[87],44,591,Sunayana and Barai,2017,NAC-0.47,410,,,,,,,,,1143,,762,0%,192.7,,,193,0.47,0.36,0.54,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,3.021352313,2.219151037,2.365448505,150,,,23.797,,,40.5349,,51.2668,,,,,,,,,,,,
[87],44,592,Sunayana and Barai,2017,RAC+FA20-0.47,361,90,,,,,,,,,988,659,100%,211.97,,1.6687,213,0.47,0.46,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.55175736,1.815385381,3.819901299,150,,,22.1848,,,42.6493,,49.3022,,,,,,,,,,,,
[87],44,593,Sunayana and Barai,2017,RAC+FA30-0.47,316,135,,,,,,,,,1005,659,100%,211.97,,1.8942,213,0.47,0.45,0.68,2.9,20,Crushed dolerite,17.66,14.4,,1.59,2.88,12.5,Crushed dolerite,,,,1.67,2.54,20,C&D waste,23.32,34.08,,3.63,2.53,12.5,C&D waste,,,,3.4,2.63,,River sand,,,,0.8,,,,,,,,2.316959884,1.707779844,4.44729935,150,,,17.054,,,40.091,,44.6464,,,,,,,,,,,,
[88],45,594,T�fek�i and �ak?r,2017,N,380,,0,,,,,,,1282,,568,0%,190,,3.04,192,0.51,0.3,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,3.510437376,2.369846879,1.378151261,150,,,41.9,,,47.6,,,,,,,,,,,,,,
[88],45,595,T�fek�i and �ak?r,2017,NS30,266,,114,,,,,,,1282,,568,0%,190,,3.04,192,0.51,0.3,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.833391572,2.58176374,2.231273408,150,,,29.1,,,40,,,,,,,,,,,,,,
[88],45,596,T�fek�i and �ak?r,2017,NS60,152,,228,,,,,,,1282,,568,0%,190,,3.04,192,0.51,0.3,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.156345769,2.729043877,3.304439746,150,,,15.2,,,32.5,,,,,,,,,,,,,,
[88],45,597,T�fek�i and �ak?r,2017,R25,380,,0,,,,,,,1098,366,568,26%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,3.510437376,2.369846879,1.378151261,150,,,41.7,,,46.3,,,,,,,,,,,,,,
[88],45,598,T�fek�i and �ak?r,2017,R25S30,266,,114,,,,,,,1098,366,568,26%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.833391572,2.58176374,2.231273408,150,,,31.3,,,38.8,,,,,,,,,,,,,,
[88],45,599,T�fek�i and �ak?r,2017,R25S60,152,,228,,,,,,,1098,366,568,26%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.156345769,2.729043877,3.304439746,150,,,17.2,,,33.4,,,,,,,,,,,,,,
[88],45,600,T�fek�i and �ak?r,2017,R50,380,,0,,,,,,,915,549,568,39%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,3.510437376,2.369846879,1.378151261,150,,,42,,,44.4,,,,,,,,,,,,,,
[88],45,601,T�fek�i and �ak?r,2017,R50S30,266,,114,,,,,,,915,549,568,39%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.833391572,2.58176374,2.231273408,150,,,33.4,,,39.7,,,,,,,,,,,,,,
[88],45,602,T�fek�i and �ak?r,2017,R50S60,152,,228,,,,,,,915,549,568,39%,190,,3.42,192,0.51,0.26,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.156345769,2.729043877,3.304439746,150,,,17.6,,,34.9,,,,,,,,,,,,,,
[88],45,603,T�fek�i and �ak?r,2017,R100,380,,114,,,,,,,549,733,568,59%,190,,3.8,192,0.39,0.39,0.87,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.989632912,2.539922481,2.01754386,150,,,43.8,,,44.3,,,,,,,,,,,,,,
[88],45,604,T�fek�i and �ak?r,2017,R100S30,266,,114,,,,,,,549,733,568,59%,190,,3.8,192,0.51,0.3,0.67,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.833391572,2.58176374,2.231273408,150,,,33.3,,,41.7,,,,,,,,,,,,,,
[88],45,605,T�fek�i and �ak?r,2017,R100S60,152,,190,,,,,,,549,733,568,59%,190,,3.8,192,0.56,0.27,0.6,2.6,31.5,Crushed limestone,,,,1.1,2.58,31.5,Crushed stone,,,,1.1,2.45,16,C&D waste,,,,5.1,,,,,,,,2.75,4,River sand,,,,1.4,2.58,4,Crushed sand,,,,1.7,2.256648851,2.710124698,3.128313484,150,,,19.4,,,35.4,,,,,,,,,,,,,,
[89],46,606,Majhi et al. ,2018,RGC-00,390,,,,,,,,,1200,,710,0%,195,,,195,0.5,0.33,0.55,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.904761905,1.8375,4.810055866,150,,,28.3333,,,37.7193,,46.0526,,,,,,,,,,,,
[89],46,607,Majhi et al. ,2018,RGC-01,312,,71,,,,,,,1200,,710,0%,195,,,195,0.51,0.32,0.54,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.475327468,1.852020872,4.368436046,150,,,25.2632,,,35,,43.8596,,,,,,,,,,,,
[89],46,608,Majhi et al. ,2018,RGC-02,234,,142,,,,,,,1200,,710,0%,195,,,195,0.52,0.31,0.53,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.029903451,1.863824755,4.056036317,150,,,23.5088,,,33.5088,,42.807,,,,,,,,,,,,
[89],46,609,Majhi et al. ,2018,RGC-03,156,,212,,,,,,,1200,,710,0%,195,,,195,0.53,0.31,0.52,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,2.57024114,1.8735584,3.824527164,150,,,20.2632,,,28.9474,,39.386,,,,,,,,,,,,
[89],46,610,Majhi et al. ,2018,RGC-10,390,,,,,,,,,900,274,710,25%,207,,,207,0.53,0.33,0.55,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.904761905,1.8375,4.810055866,150,,,27.0175,,,36.4035,,45.0877,,,,,,,,,,,,
[89],46,611,Majhi et al. ,2018,RGC-11,312,,71,,,,,,,900,274,710,25%,207,,,207,0.54,0.33,0.54,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.475327468,1.852020872,4.368436046,150,,,23.9474,,,33.9474,,43.0702,,,,,,,,,,,,
[89],46,612,Majhi et al. ,2018,RGC-12,234,,142,,,,,,,900,274,710,25%,207,,,207,0.55,0.32,0.53,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.029903451,1.863824755,4.056036317,150,,,22.1053,,,32.193,,41.4912,,,,,,,,,,,,
[89],46,613,Majhi et al. ,2018,RGC-13,156,,212,,,,,,,900,274,710,25%,207,,,207,0.56,0.31,0.52,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,2.57024114,1.8735584,3.824527164,150,,,19.9123,,,28.4211,,39.386,,,,,,,,,,,,
[89],46,614,Majhi et al. ,2018,RGC-20,390,,,,,,,,,600,548,710,50%,213,,,213,0.55,0.34,0.55,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.904761905,1.8375,4.810055866,150,,,25.0877,,,33.5088,,41.8421,,,,,,,,,,,,
[89],46,615,Majhi et al. ,2018,RGC-21,312,,71,,,,,,,600,548,710,50%,213,,,213,0.56,0.33,0.54,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.475327468,1.852020872,4.368436046,150,,,23.1579,,,32.4561,,40.9649,,,,,,,,,,,,
[89],46,616,Majhi et al. ,2018,RGC-22,234,,142,,,,,,,600,548,710,50%,213,,,213,0.57,0.33,0.53,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.029903451,1.863824755,4.056036317,150,,,21.6667,,,31.8421,,40.7895,,,,,,,,,,,,
[89],46,617,Majhi et al. ,2018,RGC-23,156,,212,,,,,,,600,548,710,50%,213,,,213,0.58,0.32,0.52,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,2.57024114,1.8735584,3.824527164,150,,,18.9474,,,28.0702,,38.6842,,,,,,,,,,,,
[89],46,618,Majhi et al. ,2018,RGC-30,390,,,,,,,,,,1096,710,100%,225,,,225,0.58,0.36,0.55,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.904761905,1.8375,4.810055866,150,,,22.4561,,,30.4386,,37.6316,,,,,,,,,,,,
[89],46,619,Majhi et al. ,2018,RGC-31,312,,71,,,,,,,,1096,710,100%,225,,,225,0.59,0.35,0.54,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.475327468,1.852020872,4.368436046,150,,,19.8246,,,27.8947,,36.0526,,,,,,,,,,,,
[89],46,620,Majhi et al. ,2018,RGC-32,234,,142,,,,,,,,1096,710,100%,225,,,225,0.6,0.34,0.53,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,3.029903451,1.863824755,4.056036317,150,,,17.9825,,,26.4912,,35.0877,,,,,,,,,,,,
[89],46,621,Majhi et al. ,2018,RGC-33,156,,212,,,,,,,,1096,710,100%,225,,,225,0.61,0.34,0.52,2.77,20,Crushed granite,19.41,25.1,,0.5,,,,,,,,2.53,20,C&D waste,22,27,,4,,,,,,,,,,,,,,,,,,,,,,2.57024114,1.8735584,3.824527164,150,,,15.9649,,,23.9474,,34.2105,,,,,,,,,,,,
[90],47,622,Padhi et al.,2018,NAC1,410,,,,,,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,3.561318468,2.407234539,5.443609023,150,,,29.2607,,,40.48,,43.6098,,,,,,,,,,,,
[90],47,623,Padhi et al.,2018,NAC2,389.5,,,,,20.5,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,3.384687018,2.920334024,5.406091371,150,,,26.3039,,,38.3077,,41.219,,,,,,,,,,,,
[90],47,624,Padhi et al.,2018,NAC3,369,,,,,41,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,3.208055568,3.481495661,5.365556458,150,,,24.14,,,36.85,,39.8313,,,,,,,,,,,,
[90],47,625,Padhi et al.,2018,NAC4,348.5,,,,,61.5,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,3.031424118,4.097804258,5.321625053,150,,,22.7607,,,34.5292,,37.6675,,,,,,,,,,,,
[90],47,626,Padhi et al.,2018,NAC5,328,,,,,82,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,2.854792668,4.777809068,5.27385159,150,,,19.577,,,29.2187,,32.2869,,,,,,,,,,,,
[90],47,627,Padhi et al.,2018,NAC6,307.5,,,,,102.5,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,2.678161217,5.531922791,5.221709007,150,,,15.2163,,,25.015,,28.1616,,,,,,,,,,,,
[90],47,628,Padhi et al.,2018,NAC7,287,,,,,123,RHA,,,1200,,620,0%,184.5,,3.69,187,0.46,0.34,0.66,2.72,20,Crushed dolerite,17.52,23.36,,0.8,,,,,,,,2.45,20,C&D waste,26.62,30.89,,3.28,,,,,,,,2.63,,River sand,,,,0.4,,,,,,,,2.501529767,6.372958543,5.164569216,150,,,13.3579,,,20.8197,,24.1849,,,,,,,,,,,,
