item number,reference number,mix_name_ref,binder(s),cement type,cemen_strength_class,clinker content,cement content,scm1 type,scm1 content (kg/m3),scm2 type,scm2 content (kg/m3),water content (kg/m3),water binder ratio,admixture1_type,admixture1_kgm3,admixture2_type,admixture2_kgm3,fcm. cube 150. wet curing (28 d)
1272,M1964,Ref.,CEM I,CEM I,42.5R,1,300,,0,,0,150,0.5,,0,,0,56.924
1273,M1964,Z2M3,CEM I with CC,CEM I,42.5R,1,270,CC,30,,0,150,0.5,,0,,0,63.536
1274,M1964,Z2M5,CEM I with CC,CEM I,42.5R,1,270,CC,30,,0,150,0.5,,0,,0,63.46
1275,F1032,I,CEM I,CEM I,52.5R,1,475,,0,,0,190,0.4,SP,6.4125,,0,71.136
1276,F1032,II/AM,CEM II/AM (SLL),CEM II/AM (SLL),52.5R,,475,,0,,0,190,0.4,SP,6.4125,,0,74.851
1277,M2012,IB,CEM I,CEM I,52.5R,1,470,,0,,0,211.5,0.45,,0,,0,67.298
1278,60630,B85 SI Stuttgart,CEM I with SF,CEM I,42.5R,1,450,SF,35,,0,150,0.31,SP,22.05,,0,96
1279,60630,A1,CEM I,CEM I,42.5R,1,500,,0,,0,160,0.32,SP,21,,0,83.4
1280,60630,A2,CEM I,CEM I,42.5R,1,480,,0,,0,153.6,0.32,SP,21.12,,0,80.6
1281,60630,A3,CEM I,CEM I,42.5R,1,460,,0,,0,147.2,0.32,SP,21.16,,0,85.5
1282,60630,A4,CEM I,CEM I,42.5R,1,440,,0,,0,140.8,0.32,SP,21.12,,0,83.5
1283,60630,A5,CEM I,CEM I,42.5R,1,420,,0,,0,134.4,0.32,SP,21,,0,83.7
1284,60630,A41,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,391,fly_ash_bituminous_coal,49,,0,140.8,0.34,SP,21.114,,0,85
1285,60630,A42,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,352,fly_ash_bituminous_coal,88,,0,140.8,0.36,SP,21.12,,0,85
1286,60630,A43,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,293,fly_ash_bituminous_coal,147,,0,140.8,0.42,SP,21.096,,0,85
1287,60630,A44,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,286,fly_ash_bituminous_coal,154,,0,140.8,0.43,SP,20.878,,0,84
1288,60630,A51,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,273,fly_ash_bituminous_coal,147,,0,134.4,0.43,SP,21.021,,0,81
1289,60630,B530,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,,0,134.4,0.4,SP,0,,0,84
1290,60630,B531,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,SF,8.4,137.088,0.4,SP,0,,0,87.1
1291,60630,B532,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,SF,12.6,138.432,0.4,SP,0,,0,86.3
1292,60630,B533,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,SF,16.8,139.776,0.4,SP,0,,0,92.2
1293,60630,B534,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,SF,21,141.12,0.4,SP,0,,0,102.3
1294,60630,B535,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,294,fly_ash_bituminous_coal,126,SF,25.2,142.464,0.4,SP,0,,0,102.1
1295,39909,1,CEM I with SF,CEM I,42.5R,1,450,SF,30,,0,136,0.28,SP,21.15,retarder,1.8,111
1296,39909,2,CEM I with SF,CEM I,42.5R,1,450,SF,30,,0,160,0.33,SP,9.9,retarder,1.8,102
1297,39909,3,CEM I with SF,CEM I,42.5R,1,450,SF,30,,0,175,0.36,SP,6.75,retarder,1.8,97
1298,39909,4,CEM I with SF,CEM I,42.5R,1,450,SF,30,,0,158,0.33,SP,7.2,retarder,1.8,105
1299,39909,5,CEM I with SF,CEM I,52.5,1,450,SF,30,,0,158,0.33,SP,9.45,retarder,1.8,116
1300,39909,6,CEM I with SF,CEM I,42.5R,1,430,SF,30,,0,159,0.35,SP,9.46,retarder,1.72,106
1301,39909,7,CEM I,CEM I,52.5N,1,450,,0,,0,157,0.35,SP,6.75,retarder,1.8,97
1302,39909,8,CEM I with SF,CEM I,52.5,1,450,SF,30,,0,158,0.33,SP,6.75,retarder,1.8,108
1303,39909,10,CEM I with SF,CEM I,42.5R,1,450,SF,30,,0,156,0.33,SP,6.75,retarder,1.8,97
1304,50803,23 (Kies 1),CEM I,CEM I,42.5R,1,450,,0,,0,216,0.48,,0,,0,53.447
1305,50803,7 (Kies 1),CEM I,CEM I,42.5R,1,450,,0,,0,171,0.38,SP,0,,0,63.584
1306,50803,1 (Kies 1),CEM I,CEM I,42.5R,1,450,,0,,0,135,0.3,SP,0,,0,78.328
1307,50803,4 (Kies 1),CEM I with SF,CEM I,42.5R,1,432,SF,18,,0,135,0.3,SP,8.9856,,0,91.229
1308,50803,2 (Kies 1),CEM I with SF,CEM I,42.5R,1,414,SF,36,,0,135,0.3,SP,13.5792,,0,106.894
1309,50803,10 (Kies 1),CEM I with SF,CEM I,42.5R,1,460,SF,40,,0,150,0.3,SP,13.478,,0,106.894
1310,50803,6 (Kies 1),CEM III/A,CEM III/A,32.5N,0.5,450,,0,,0,135,0.3,SP,0,,0,61.741
1311,50803,8 (Kies 1),CEM III/A with SF,CEM III/A,32.5N,0.5,414,SF,36,,0,135,0.3,SP,18.009,,0,74.642
1312,50803,27 (Kies 2),CEM I,CEM I,42.5R,1,450,,0,,0,135,0.3,SP,0,,0,83.857
1313,50803,26 (Kies 2),CEM I with SF,CEM I,42.5R,1,414,SF,36,,0,135,0.3,SP,13.4964,,0,96.758
1314,50803,14 (Splitt 1),CEM I,CEM I,42.5R,1,450,,0,,0,135.1,0.3,SP,15.795,,0,82.935
1315,50803,15 (Splitt 1),CEM I with SF,CEM I,42.5R,1,414,SF,36,,0,134.9,0.3,SP,14.904,,0,109.659
1316,50803,16 (Splitt 1),CEM I,CEM I,42.5R,1,550,,0,,0,165,0.3,SP,0,,0,92.15
1317,50803,30 (Splitt 2),CEM I with SF,CEM I,42.5R,1,480,SF,20,,0,150,0.3,SP,20.016,,0,110.58
1318,50803,11 (Splitt 2),CEM I with SF,CEM I,42.5R,1,480,SF,20,,0,150,0.3,SP,13.296,,0,98.601
1319,50803,12 (Splitt 2),CEM I with SF,CEM I,42.5R,1,460,SF,40,,0,150,0.3,SP,20.01,,0,115.188
1320,50803,5 (Splitt 2),CEM I with SF,CEM I,42.5R,1,460,SF,40,,0,150,0.3,SP,9.982,,0,115.188
1321,50803,13 (Splitt 2),CEM III/A,CEM III/A,32.5N,0.5,500,,0,,0,150,0.3,SP,20,,0,68.191
1322,50803,9 (Splitt 2),CEM III/A with SF,CEM III/A,32.5N,0.5,460,SF,40,,0,150,0.3,SP,20.01,,0,78.328
1323,85085,withtelwert,CEM II/AS with fly_ash_bituminous_coal,CEM II/AS,52.5R,0.85,420,fly_ash_bituminous_coal,70,,0,140,0.31,SP,0,,0,104.5
1324,81421,C 80/95,CEM II/AS with fly_ash_bituminous_coal,CEM II/AS,52.5R,0.85,470,fly_ash_bituminous_coal,70,,0,130,0.26,SP,7.05,,0,101.65
1325,81421,Posttower Bonn,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,400,fly_ash_bituminous_coal,80,SF,35,155,0.33,SP,12,,0,98.8
1326,52842,B 65,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,400,fly_ash_bituminous_coal,100,,0,171,0.39,SP,16,,0,
1327,52842,B 115,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,470,fly_ash_bituminous_coal,120,SF,35,148,0.27,SP,37.6,,0,
1328,42208,1,CEM I,CEM I,42.5R,1,441,,0,,0,149.6,0.34,SP,17.64,,0,86.925
1329,42208,2,CEM I with SF,CEM I,42.5R,1,452,SF,15,,0,166.3,0.36,SP,20.34,,0,87.59
1330,42208,3,CEM I with SF,CEM I,42.5R,1,449,SF,35,,0,168,0.35,SP,17.96,,0,90.44
1331,21995,1,CEM I with SF,CEM I,42.5R,1,514.3,SF,51.4,,0,180,0.32,SP,21.0863,,0,95.19
1332,21995,2,CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,180,0.36,SP,12.6,,0,83.03
1333,21995,3,CEM I with SF,CEM I,42.5R,1,400,SF,40,,0,180,0.41,SP,8.8,,0,72.96
1334,21995,4,CEM I with SF,CEM I,42.5R,1,360,SF,36,,0,180,0.45,SP,7.2,,0,62.89
1335,21995,5,CEM I,CEM I,42.5R,1,514.3,,0,,0,180,0.35,SP,14.14325,,0,68.97
1336,21995,6,CEM I,CEM I,42.5R,1,360,,0,,0,180,0.5,SP,3.6,,0,53.865
1337,21995,7,CEM I with SF,CEM I,42.5R,1,514.3,SF,77.1,,0,180,0.3,SP,21.6006,,0,89.775
1338,21995,8,CEM I with SF,CEM I,42.5R,1,514.3,SF,25.7,,0,180,0.33,SP,16.4576,,0,75.905
1339,21995,9 (1 with Basalt),CEM I with SF,CEM I,42.5R,1,514.3,SF,51.4,,0,180,0.32,SP,17.4862,,0,97.375
1340,21995,10,CEM I with SF,CEM I,52.5N,1,514.3,SF,51.4,,0,180,0.32,SP,14.9147,,0,81.32
1341,21995,11,CEM I with SF,CEM I,32.5R,1,514.3,SF,51.4,,0,180,0.32,SP,14.4004,,0,81.985
1342,21995,14,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,457.2,fly_ash_bituminous_coal,114.3,SF,51.4,180,0.32,SP,12.89304,,0,87.875
1343,21995,15,CEM I with fly_ash_bituminous_coal & SF,CEM I,42.5R,1,385.7,fly_ash_bituminous_coal,257.3,SF,51.4,180,0.37,SP,12.88238,,0,81.035
1344,107849,(Bild 11),CEM I,CEM I,52.5R,1,380,,0,,0,163.4,0.43,,0,,0,74.765
1345,105214,Hollandse Brug,CEM III/A with fly_ash_bituminous_coal,CEM III/A,52.5N,0.5,340,fly_ash_bituminous_coal,80,,0,135,0.36,SP,0,,0,83.6
1346,105214,Muiderbrug,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,52.5R,0.7,500,fly_ash_bituminous_coal,80,,0,145,0.27,SP,0,,0,124.45
1347,56946,PZ550.28,CEM I with SF,CEM I,52.5N,1,450,SF,45,,0,138.6,0.28,,0,,0,117.031
1348,56946,PZ45F0.25,CEM I,CEM I,42.5R,1,450,,0,,0,112.5,0.25,,0,,0,88.464
1349,56946,PZ45F0.30,CEM I,CEM I,42.5R,1,416,,0,,0,124.8,0.3,,0,,0,76.485
1350,56946,PZ45F0.35,CEM I,CEM I,42.5R,1,350,,0,,0,122.5,0.35,,0,,0,70.956
1351,56946,PZ45F0.45,CEM I,CEM I,42.5R,1,350,,0,,0,157.5,0.45,,0,,0,56.212
1352,56946,PZ45F0.60,CEM I,CEM I,42.5R,1,300,,0,,0,180,0.6,,0,,0,50.683
1353,36528,5 (PZ 45 F (Dy)),CEM I,CEM I,42.5R,1,462,,0,,0,166.5,0.36,SP,6.8838,retarder,1.617,73.72
1354,36528,6 (PZ 45 F (Dy)),CEM I with SF,CEM I,42.5R,1,455,SF,30,,0,163.4,0.34,SP,6.734,retarder,1.5925,88.464
1355,36528,7 (PZ 55 (Hei)),CEM I with SF,CEM I,52.5R,1,455,SF,30,,0,166.4,0.34,SP,11.2385,retarder,1.82,98.601
1356,36528,9 (PZ 45 F (Dy)),CEM I with SF,CEM I,42.5R,1,435,SF,43.5,,0,156,0.33,SP,17.487,retarder,1.7835,85.7
1357,36528,10 (PZ 45 F (Dy)),CEM I with SF,CEM I,42.5R,1,435,SF,43.5,,0,149.3,0.31,SP,27.1875,retarder,1.7835,87.543
1358,36528,11 (PZ 45 F (Dy)),CEM I with SF,CEM I,42.5R,1,435,SF,43.5,,0,147.9,0.31,SP,38.106,retarder,1.7835,91.229
1359,36528,12 (PZ 45 F (Dy)),CEM I with SF,CEM I,42.5R,1,435,SF,43.5,,0,124,0.26,SP,21.7065,retarder,1.7835,88.464
1360,36528,13 (PZ 55 (Dy)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,98.601
1361,36528,14 (PZ 55 (Dy)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,147.1,0.3,SP,16.92,retarder,1.8,110.58
1362,36528,15 (PZ 55 (Dy)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,138.1,0.28,SP,16.92,retarder,1.8,110.58
1363,36528,16 (PZ 55 (Dy)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,141.7,0.29,SP,22.5,retarder,1.8,110.58
1364,36528,17 (PZ 55 (Hei)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,147.1,0.3,SP,16.92,retarder,1.8,99.522
1365,36528,18 (PZ 55 (Hei)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,83.857
1366,36528,19 (PZ 55 (Dy)),CEM I with SF,CEM I,52.5R,1,560,SF,45,,0,154.7,0.26,SP,21,retarder,1.792,105.051
1367,36528,20 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,91.229
1368,36528,22 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,128.2,0.26,SP,22.5,retarder,1.8,109.659
1369,36528,23 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,106.894
1370,36528,24 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,150.7,0.3,SP,22.5,retarder,1.8,85.7
1371,36528,25 (PZ 55 (Hei)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,102.287
1372,36528,26 (PZ 55 (Hei)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,164.2,0.33,SP,22.5,retarder,1.8,109.659
1373,36528,27 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,138.1,0.28,SP,16.92,retarder,1.8,96.758
1374,36528,28 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,160.6,0.32,SP,16.92,retarder,1.8,117.031
1375,36528,29 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,147.1,0.3,SP,16.92,retarder,1.8,124.403
1376,36528,30 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,560,SF,45,,0,154.7,0.26,SP,21,retarder,1.792,121.638
1377,36528,31 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,156.9,0.32,SP,11.25,retarder,1.8,105.051
1378,36528,32 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,164.2,0.33,SP,22.5,retarder,1.8,121.638
1379,36528,33 (PZ 45 F (Wit)),CEM I,CEM I,42.5R,1,350,,0,,0,124,0.35,,0,,0,73.72
1380,36528,34 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,128.2,0.26,SP,22.5,retarder,1.8,121.638
1381,36528,36 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,147.1,0.3,SP,16.92,retarder,1.8,106.894
1382,36528,38 (PZ 35 F (Dy)),CEM I,CEM I,32.5R,1,320,,0,,0,224,0.7,,0,,0,36.86
1383,36528,39 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,168.5,0.34,SP,17.01,retarder,1.575,117.031
1384,36528,40 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,158.5,0.32,SP,17.01,retarder,1.575,112.423
1385,36528,41 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,148.5,0.3,SP,17.01,retarder,1.575,107.816
1386,36528,42 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,138.5,0.28,SP,17.01,retarder,1.575,117.031
1387,36528,43 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,130.4,0.26,SP,19.98,retarder,1.575,115.188
1388,36528,44 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,122.9,0.25,SP,22.995,retarder,1.575,115.188
1389,36528,45 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,114.8,0.23,SP,28.98,retarder,1.575,111.502
1390,36528,46 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,120.8,0.24,SP,28.98,retarder,1.575,110.58
1391,36528,47 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,148.7,0.3,SP,14.985,accelerator,1.485,105.973
1392,36528,48 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,140,0.28,SP,17.01,accelerator,1.485,120.717
1393,36528,49 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,132.9,0.27,SP,22.995,accelerator,1.485,119.795
1394,36528,50 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,141.3,0.29,SP,18.99,accelerator,1.485,111.502
1395,36528,51 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,132.9,0.27,SP,22.995,accelerator,1.485,124.403
1396,36528,53 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,162.2,0.33,SP,17.01,accelerator,1.8,85.607
1397,36528,54 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,165.3,0.33,SP,21.69,accelerator,1.8,101.918
1398,36528,55 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,141.5,0.29,SP,18.99,accelerator,1.8,121.546
1399,36528,56 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,169.6,0.34,SP,9.99,retarder,1.8,101.365
1400,36528,57 (PZ 45 F (Wit)),CEM I with SF,CEM I,42.5R,1,450,SF,45,,0,161.9,0.33,SP,12.015,retarder,1.8,102.563
1401,36528,58 (PZ 55 (Wit)),CEM I with SF,CEM I,52.5R,1,450,SF,45,,0,138.2,0.28,SP,17.01,accelerator,1.8,111.502
1402,47448,P3,CEM I,CEM I,32.5R,1,350,,0,,0,175,0.5,,0,,0,45.6
1403,47448,H4,CEM III/A,CEM III/A,42.5N,0.5,350,,0,,0,175,0.5,,0,,0,53.2
1404,47448,H3,CEM III/A,CEM III/A,32.5N,0.35,350,,0,,0,175,0.5,,0,,0,41.8
1405,47448,HL,CEM III/A,CEM III/A,32.5N,0.22,350,,0,,0,175,0.5,,0,,0,39.9
1406,47448,Z4,CEM III/A,CEM III/A,52.5N,0.55,350,,0,,0,175,0.5,,0,,0,59.85
1407,47448,Z5,CEM III/A,CEM III/A,52.5N,0.55,350,,0,,0,175,0.5,,0,,0,54.15
1408,47448,Z6,CEM III/A,CEM III/A,42.5R,0.4,350,,0,,0,175,0.5,,0,,0,54.15
1409,47448,Z7,CEM III/A,CEM III/A,52.5N,0.4,350,,0,,0,175,0.5,,0,,0,55.1
1410,47448,Z8,CEM III/A,CEM III/A,42.5R,0.25,350,,0,,0,175,0.5,,0,,0,45.6
1411,47448,Z9,CEM III/A,CEM III/A,42.5R,0.25,350,,0,,0,175,0.5,,0,,0,49.4
