Mix Number,Year of Publication,Source,Eff. W/C ratio,RCA Content,NCA Content,NFA Content,Cement Content kg/m^3,RCA Bulk Density kg/m^3,NCA Bulk Density kg/m^3,RCA Agg. Size,NCA Size (mm),RCA Water Absorption [%],NCA Water Absorption [%],Slump mm,Specimen Type [in.],Compressive Strength
573,2013,Ulloa et al.,0.5,43.91,175.64,844.44,380,2330,2590,20,20,3.9,1.2,,6x12 Cylinder,39.3
575,2014,Arezoumandi,0.5,220.5,0,787.5,315,2350,,25,,,,,,34.1
576,2014,Beltran et al.2,0.5,0,179.17,833.33,375,,2680,,20,,1.9,,6x12 Cylinder,50.2
577,2014,Beltran et al.2,0.5,29.16,116.66,857.78,386,2380,2680,16,20,6.9,1.9,,6x12 Cylinder,51.6
578,2014,Beltran et al.2,0.5,99.75,99.75,798,399,2380,2680,16,20,6.9,1.9,,6x12 Cylinder,51.6
579,2014,Beltran et al.2,0.5,244.36,0,763.64,420,2380,2680,16,,6.9,,,6x12 Cylinder,50.3
580,2014,Cakir and Sofyanli,0.5,0,785.33,506.67,380,,2670,,22,,2,18,6x12 Cylinder,46.7
581,2014,Cakir and Sofyanli,0.5,392.67,392.67,506.67,380,2380,2670,12,22,7.4,2,20,6x12 Cylinder,46.9
582,2014,Cakir and Sofyanli,0.5,392.67,392.67,506.67,380,2380,2670,22,22,5.1,2,18,6x12 Cylinder,46.4
583,2014,Cakir and Sofyanli,0.5,785.33,0,506.67,380,2380,,22,,5.1,,20,6x12 Cylinder,48.6
584,2014,Dibas et al.,0.5,343.27,343.27,538.46,350,2330,2750,8,20,3.8,0.8,,6x12 Cylinder,33
585,2014,Dibas et al.,0.5,290.77,290.77,538.46,350,2280,2750,8,20,,,,6x12 Cylinder,29.1
586,2014,Folino and Xargay,0.5,0,393.8,716,358,,2730,,19,,0.3,180,4x8 Cylinder,36.5
587,2014,Folino and Xargay,0.5,107.4,250.6,716,358,2570,2730,19,19,2.7,0.3,170,4x8 Cylinder,33.6
588,2014,Folino and Xargay,0.5,214.8,143.2,716,358,2570,2730,19,19,2.7,0.3,80,4x8 Cylinder,30.4
589,2014,Folino and Xargay,0.5,286.4,0,716,358,2570,,19,,2.7,,55,4x8 Cylinder,29.1
590,2014,Wardeh et al.,0.5,0,324,720,360,,2510,,20,,1.8,18,4x4x4 Cube,37
591,2014,Wardeh et al.,0.5,54,126,720,360,2240,2510,20,20,6.5,1.8,19.3,4x4x4 Cube,33
594,2015,Vivian et al.,0.5,0,350.08,721.82,397,,2720,,20,,0.57,65,4x8 Cylinder,46
595,2015,Vivian et al.,0.5,105.02,245.06,721.82,397,2640,2720,20,20,2.68,0.57,80,4x8 Cylinder,37.22
596,2018,Thomas et al. 2,0.5,0,570,750,300,,2720,,20,,0.7,,6x6x6 Cube,35.8
597,2018,Thomas et al. 2,0.5,0,560,700,350,,2720,,20,,0.7,,6x6x6 Cube,40
598,2018,Thomas et al. 2,0.5,0,437.14,642.86,450,,2720,,20,,0.7,,6x6x6 Cube,41.5
599,2018,Thomas et al. 2,0.5,127.5,382.5,750,300,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,34.6
600,2018,Thomas et al. 2,0.5,122.5,367.5,700,350,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,38.1
601,2018,Thomas et al. 2,0.5,98.04,294.11,642.86,450,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,40.3
602,2018,Thomas et al. 2,0.5,225,225,750,300,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,33.1
603,2018,Thomas et al. 2,0.5,227.5,227.5,700,350,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,35.8
604,2018,Thomas et al. 2,0.5,173.57,173.57,642.86,450,2340,2720,20,20,6.4,0.7,,6x6x6 Cube,38.2
605,2018,Thomas et al. 2,0.5,360,0,750,300,2340,,20,,6.4,,,6x6x6 Cube,30.2
606,2018,Thomas et al. 2,0.5,350,0,700,350,2340,,20,,6.4,,,6x6x6 Cube,33.2
611,2011,Luis Ferreira et al.,0.5,151.54,0,757.7,378.85,,,20,,5.8,,80,4x4x4 cube,49
612,2013,Deng et al.,0.5,237.06,237.06,656.67,394,,,,,,,,4x4x4 cube,32
613,2013,Deng et al.,0.5,474.11,0,656.67,394,,,,,,,,4x4x4 cube,33.8
614,2018,Rafi,0.5,0,346.5,787.5,315,,2670,,12,,0.67,45,4x8 cylinder,23
615,2018,Rafi,0.5,33.6,302.4,800,320,2380,2670,12,12,5.13,0.67,45,4x8 cylinder,26
616,2018,Rafi,0.5,58.5,234,812.5,325,2380,2670,12,12,5.13,0.67,50,4x8 cylinder,26
617,2018,Rafi,0.5,87.12,203.28,825,330,2380,,12,,5.13,,40,4x8 cylinder,25
618,2007,Poon et al.,0.51,0,425.38,640.63,410,,2620,,20,,1.1,,4x4x4 Cube,48.6
620,2012,Limbachia et al.,0.51,325.42,325.42,591.67,355,2340,2510,20,22,5.3,1.4,80,6x12 Cylinder,24
621,2013,Thomas et al.,0.51,0,195,812.5,325,,2540,,20,,1.8,,6x12 Cylinder,46.5
622,2013,Ulloa et al.,0.51,43.91,175.64,844.44,380,2330,2590,20,20,4.5,1.2,,6x12 Cylinder,42.7
626,2014,Duan and Poon,0.51,0,455,700,350,,2600,,20,,0.9,,4x4x4 Cube,48.3
627,2014,Duan and Poon,0.51,385,0,700,350,2450,,20,,3.1,,,4x4x4 Cube,47.6
628,2014,Duan and Poon,0.51,350,0,700,350,2370,,20,,7.1,,,4x4x4 Cube,42
629,2014,Duan and Poon,0.51,350,0,700,350,2360,,20,,7.8,,,4x4x4 Cube,42.9
630,2014,Thomas et al.1,0.51,0,195,812.5,325,,2730,,19,,0.5,,4x8 Cylinder,60.1
631,2018,Thomas et al. 3,0.51,0,195,812.5,325,,,,20,,1.8,20,,60.1
633,2010,Radonjanin et al.,0.514,46.67,46.67,1166.67,350,2489,2671,32,20,2.4,0.3,,4x8 Cylinder,45.2
634,2010,Radonjanin et al.,0.514,676.67,0,583.33,350,2489,,32,,2.4,,,4x8 Cylinder,45.7
635,2007,Etxeberria et al. 1,0.52,174.9,174.9,795,318,2430,2670,25,25,4.4,0.9,,6x12 Cylinder,41
636,2007,Etxeberria et al. 2,0.52,174.9,174.9,795,318,2430,2670,25,19,4.5,0.9,,6x6x6 Cube,39.4
657,2013,Thomas et al.,0.52,45.5,182,812.5,325,2320,2540,20,20,5.3,1.8,,6x12 Cylinder,44
659,2013,Ulloa et al.,0.52,43.91,175.64,844.44,380,2330,2590,20,20,4.7,1.2,,6x12 Cylinder,41.3
660,2013,Ulloa et al.,0.52,71.78,71.78,844.44,380,2330,2590,20,19,6.1,1.2,,6x12 Cylinder,35.5
661,2013,Ulloa et al.,0.52,71.78,71.78,844.44,380,2330,2590,20,20,3.9,1.2,,6x12 Cylinder,39.5
662,2013,Ulloa et al.,0.52,71.78,71.78,844.44,380,2330,2590,20,20,4.5,1.2,,6x12 Cylinder,35.4
663,2013,Ulloa et al.,0.52,71.78,71.78,844.44,380,2330,2590,20,20,4.7,1.2,,6x12 Cylinder,36.8
665,2014,Thomas et al.1,0.52,45.5,182,812.5,325,2320,2730,19,19,5.3,0.5,,4x8 Cylinder,56.5
667,2018,Thomas et al. 3,0.52,45.5,182,812.5,325,2320,2540,20,20,5.3,1.8,19,,56.5
670,2012,Hoffmann et al.,0.53,0,1200,750,300,,2650,,15,,0.2,,6x12 Cylinder,39.3
671,2012,Hoffmann et al.,0.53,1085,0,700,350,2292,,32,,4.3,,,6x12 Cylinder,34.6
672,2012,Pereira et al.,0.53,189,441,700,350,2010,2720,12,20,10.9,0.6,128,6x6x6 Cube,65.4
673,2012,Pereira et al.,0.53,367.5,367.5,700,350,2010,2720,12,20,10.9,0.6,121,6x6x6 Cube,63.2
674,2012,Pereira et al.,0.53,1166.67,0,583.33,350,2010,,12,,10.9,,120,6x6x6 Cube,63
675,2013,Thomas et al.,0.53,0,266,760,380,,2540,,20,,1.8,,6x12 Cylinder,45
676,2013,Thomas et al.,0.53,21.11,84.44,844.44,380,2320,2540,20,20,5.3,1.8,,6x12 Cylinder,44
677,2013,Thomas et al.,0.53,38,38,760,380,2320,2540,20,20,5.3,1.8,,6x12 Cylinder,41
680,2014,Thomas et al.1,0.53,0,266,760,380,,2730,,19,,0.5,,4x8 Cylinder,57.3
681,2014,Thomas et al.1,0.53,38,152,760,380,2320,2730,19,19,5.3,0.5,,4x8 Cylinder,54.9
682,2014,Thomas et al.1,0.53,38,38,760,380,2320,2730,19,19,5.3,0.5,,4x8 Cylinder,51.5
683,2018,Thomas et al. 3,0.53,0,266,760,380,,2540,,20,,1.8,16,,57.3
684,2018,Thomas et al. 3,0.53,38,152,760,380,2320,2540,20,20,5.3,1.8,18,,54.9
686,2013,Deng et al.,0.53,474.11,0,656.67,394,,,,,,,,4x4x4 cube,30.4
694,2012,Hoffmann et al.,0.54,1053,117,750,300,2650,,32,15,1.5,0.2,,6x12 Cylinder,45.4
696,2012,Pereira et al.,0.54,346.82,346.82,636.36,350,2010,2720,12,20,10.9,0.6,123,6x6x6 Cube,37.6
697,2013,Barbudo et al.,0.54,0,350,700,350,,2581,,22,,1.2,110,6x12 Cylinder,49.8
698,2013,Barbudo et al.,0.54,70,280,700,350,2451,2581,20,22,7.3,1.2,121,6x12 Cylinder,50.5
699,2013,Barbudo et al.,0.54,175,175,700,350,2451,2581,20,22,7.3,1.2,116,6x12 Cylinder,48.1
700,2013,Barbudo et al.,0.54,315,0,700,350,2451,,20,,7.3,,124,6x12 Cylinder,45.2
701,2013,Thomas et al.,0.54,81.25,81.25,812.5,325,2320,2540,20,20,5.3,1.8,,6x12 Cylinder,41
704,2014,Huda and Alam,0.54,0,272.22,777.78,350,,2670,,30,,1.2,100,4x8 Cylinder,40
705,2014,Huda and Alam,0.54,272.22,0,777.78,350,2320,,30,,5.2,,100,4x8 Cylinder,35
706,2014,Huda and Alam,0.54,272.22,0,777.78,350,2170,,30,,7.1,,94,4x8 Cylinder,36
707,2014,Huda and Alam,0.54,272.22,0,777.78,350,2030,,30,,9.4,,85,4x8 Cylinder,25
708,2014,Thomas et al.1,0.54,81.25,81.25,812.5,325,2320,2730,19,19,5.3,0.5,,4x8 Cylinder,48.9
710,2015,Huda and Alam,0.54,0,354,708,354,,2670,,19,,1.2,100,4x8 Cylinder,35.5
711,2018,Thomas et al. 3,0.54,81.25,81.25,812.5,325,2320,2540,20,20,5.3,1.8,18,,48.9
713,2003,Katz,0.55,1241.29,0,238.71,296,1433,,25,,,,,,29.1
714,2003,Katz,0.55,1249.68,0,240.32,298,1433,,25,,,,,,26.8
715,2007,Etxeberria et al. 1,0.55,0,450,750,300,,2670,,25,,0.9,,6x12 Cylinder,42
716,2007,Etxeberria et al. 1,0.55,105,315,750,300,2430,2670,25,25,4.4,0.9,,6x12 Cylinder,42
717,2007,Etxeberria et al. 2,0.55,0,450,750,300,,2670,,19,,0.9,,6x6x6 Cube,35.5
718,2007,Etxeberria et al. 2,0.55,105,315,750,300,2430,2670,25,19,4.5,0.9,,6x6x6 Cube,38.8
719,2007,Kou et al.,0.55,0,373.33,666.67,400,,2620,,32,,1.1,,4x4x4 Cube,48.6
720,2007,Kou et al.,0.55,66.67,266.67,666.67,400,2570,2620,20,32,3.5,1.1,,4x4x4 Cube,45.3
721,2007,Kou et al.,0.55,166.67,166.67,666.67,400,2570,2620,20,32,3.5,1.1,,4x4x4 Cube,42.5
722,2007,Kou et al.,0.55,333.33,0,666.67,400,2570,,20,,3.5,,,4x4x4 Cube,38
723,2008,Kou et al.,0.55,0,425.38,640.63,410,,2620,,20,,1.1,,4x8 Cylinder,48.6
724,2008,Kou et al.,0.55,85.08,340.3,640.63,410,2570,,20,20,3.5,1.1,,4x8 Cylinder,45.3
725,2008,Kou et al.,0.55,192.19,192.19,640.63,410,2570,,20,20,3.5,1.1,,4x8 Cylinder,42.5
726,2008,Kou et al.,0.55,384.38,0,640.63,410,2570,,20,,3.5,,,4x8 Cylinder,38.1
727,2010,Corinaldesi,0.55,192,192,640,320,2400,2570,5,30,6.8,3,,4x4x4 Cube,34.5
728,2010,Corinaldesi,0.55,208,208,640,320,2400,2570,22,20,6.8,3,,4x4x4 Cube,36.3
729,2011,Somna et al.,0.55,0,237.22,777.78,350,,2730,,25,,0.45,75,4x8 Cylinder,36.7
730,2011,Somna et al.,0.55,237.22,0,777.78,350,2490,,19,,4.8,,70,4x8 Cylinder,33.3
731,2012,Limbachia et al.,0.55,0,654,600,330,,2510,,22,,1.4,70,6x12 Cylinder,21
732,2012,Limbachia et al.,0.55,196.2,457.8,600,330,2340,2510,20,22,5.3,1.4,60,6x12 Cylinder,23
733,2013,Kou and Poon,0.55,197.12,197.12,630.77,410,2450,2620,19,,5.34,1.11,170,,42.5
734,2013,Kou and Poon,0.55,394.23,0,630.77,410,2450,2620,19,,5.34,,195,,38.1
735,2013,Kou et al.,0.55,326.6,0,710,355,,2450,19,,5.63,,,,34.3
736,2013,Kou et al.,0.55,355,0,710,355,,2520,19,,2.63,,,,35.6
738,2015,Vivian et al.,0.55,0,347.44,716.36,394,,2720,,20,,0.57,75,4x8 Cylinder,40
739,2015,Vivian et al.,0.55,104.23,243.21,716.36,394,2640,2720,20,20,2.68,0.57,75,4x8 Cylinder,34.02
740,2017,Ahmed and Abdel-Hay,0.55,0,602.99,597.01,400,,,,25,,,60,6x6x6 Cube,27.8
741,2017,Ahmed and Abdel-Hay,0.55,225.75,677.24,597.01,400,,,25,25,,,40,6x6x6 Cube,27.5
742,2017,Ahmed and Abdel-Hay,0.55,601.49,601.49,597.01,400,,,25,25,,,15,6x6x6 Cube,23.7
743,2017,Ahmed and Abdel-Hay,0.55,602.99,0,597.01,400,,,25,,,,5,6x6x6 Cube,30.2
744,2018,Chaocan Zheng et al.,0.55,0,510.74,622.86,436,,2687,,7.1,,1.2,,4x4x4 Cylinder,25
745,2018,Chaocan Zheng et al.,0.55,0,510.74,622.86,436,,2687,,7.1,,1.2,,4x4x4 Cylinder,25
746,2018,Chaocan Zheng et al.,0.55,127.69,383.06,622.86,436,2214,2687,7.36,7.1,2.7,1.2,,4x4x4 Cylinder,24.6
747,2018,Chaocan Zheng et al.,0.55,127.69,383.06,622.86,436,2214,2687,7.05,7.1,14.9,1.2,,4x4x4 Cylinder,24.79
748,2018,Chaocan Zheng et al.,0.55,255.37,255.37,622.86,436,2214,2687,7.36,7.1,2.7,1.2,,4x4x4 Cylinder,23.9
749,2018,Chaocan Zheng et al.,0.55,255.37,255.37,622.86,436,2214,2687,7.05,7.1,14.9,1.2,,4x4x4 Cylinder,23.76
750,2018,Chaocan Zheng et al.,0.55,383.06,127.69,622.86,436,2214,2687,7.36,7.1,2.7,1.2,,4x4x4 Cylinder,23.7
751,2018,Chaocan Zheng et al.,0.55,383.06,127.69,622.86,436,2214,2687,7.05,7.1,14.9,1.2,,4x4x4 Cylinder,23.14
752,2018,Chaocan Zheng et al.,0.55,510.74,0,622.86,436,2214,,7.36,,2.7,,,4x4x4 Cylinder,23.1
753,2018,Chaocan Zheng et al.,0.55,510.74,0,622.86,436,2214,,7.05,,14.9,,,4x4x4 Cylinder,22.3
754,2018,Woubishet,0.55,0,420.39,731.11,329,,2700,,38,,1.78,18,6x12 Cylinder,40.5
755,2018,Woubishet,0.55,84.08,336.31,731.11,329,2170,2700,38,38,7.5,1.78,15,6x12 Cylinder,37.5
756,2011,SC Kou et al.,0.55,0,426,710,355,,,,10,,,,,43.8
757,2011,SC Kou et al.,0.55,319.5,0,710,355,,,10,,,,,,34.3
758,2011,SC Kou et al.,0.55,355,0,710,355,,,10,,,,,,35.6
759,2012,SC Kou et al.,0.55,0,382.67,683.33,410,,2656,,10,,0.56,,4x4x4 cube,43.4
760,2012,SC Kou et al.,0.55,68.33,273.33,683.33,410,2283,,10,10,6.2,,,4x4x4 cube,39.4
761,2012,SC Kou et al.,0.55,129.83,129.83,683.33,410,2283,,10,10,6.2,,,4x4x4 cube,37.8
762,2012,SC Kou et al.,0.55,136.67,0,683.33,410,2283,,10,,6.2,,,4x4x4 cube,27.9
763,2012,SC Kou et al.,0.55,0,382.67,683.33,410,,2656,,10,,0.56,,4x4x4 cube,43.4
764,2012,SC Kou et al.,0.55,68.33,273.33,683.33,410,2279,,10,10,5.65,,,4x4x4 cube,39.7
765,2012,SC Kou et al.,0.55,150.33,150.33,683.33,410,2279,,10,10,5.65,,,4x4x4 cube,33.9
766,2013,Deng et al.,0.55,237.06,237.06,656.67,394,,,,,,,,4x4x4 cube,29.5
767,2012,SC Kou et al.,0.55,259.67,0,683.33,410,2279,,10,,5.65,,,4x4x4 cube,32.3
768,2012,SC Kou et al.,0.55,0,382.67,683.33,410,,2656,,10,,0.56,,4x4x4 cube,43.4
769,2012,SC Kou et al.,0.55,76.53,306.13,683.33,410,2535,,10,10,3.9,,,4x4x4 cube,45.3
770,2012,SC Kou et al.,0.55,170.83,170.83,683.33,410,2535,,10,10,3.9,,,4x4x4 cube,42.5
771,2012,SC Kou et al.,0.55,341.67,0,683.33,410,2535,,10,,3.9,,,4x4x4 cube,38.1
772,2010,Bai and Sun,0.56,0,741.56,557.14,351,,,,19,,,25,,41.9
775,2015,Huda and Alam,0.56,105,245,700,350,2320,2670,19,19,5.2,1.2,100,4x8 Cylinder,35.6
776,2004,Poon et al.,0.57,0,428.26,666.04,353,,2620,,25,,1.3,,4x4x4 Cube,48.3
777,2004,Poon et al.,0.57,0,392.96,666.04,353,,2620,,32,,1.3,,4x4x4 Cube,40.2
778,2004,Poon et al.,0.57,0,392.96,666.04,353,,2620,,20,,1.3,,4x4x4 Cube,46
779,2004,Poon et al.,0.57,85.65,342.61,666.04,353,2330,2620,20,25,6.3,,,4x4x4 Cube,44.9
780,2004,Poon et al.,0.57,85.65,342.61,666.04,353,2330,2620,20,32,6.3,,,4x4x4 Cube,43.2
781,2004,Poon et al.,0.57,64.47,257.89,666.04,353,2330,2620,20,20,6.3,,,4x4x4 Cube,43
782,2004,Poon et al.,0.57,226.24,226.24,641.82,353,2330,2620,20,32,6.3,,,4x4x4 Cube,44.7
783,2004,Poon et al.,0.57,190.94,190.94,641.82,353,2330,2620,20,32,6.3,,,4x4x4 Cube,39.7
784,2004,Poon et al.,0.57,149.7,149.7,653.7,353,2330,2620,20,20,6.3,,,4x4x4 Cube,38.1
785,2004,Poon et al.,0.57,428.64,0,630.36,353,2330,,20,,6.3,,,4x4x4 Cube,46.8
786,2004,Poon et al.,0.57,393.34,0,630.36,353,2330,,20,,6.3,,,4x4x4 Cube,43.3
787,2004,Poon et al.,0.57,393.34,0,630.36,353,2330,,20,,6.3,,,4x4x4 Cube,39.1
792,2012,Pereira et al.,0.57,157.5,367.5,700,350,2010,2720,12,20,10.9,0.6,119,6x6x6 Cube,38.6
795,2015,Huda and Alam,0.57,138.8,208.2,694,347,2320,2670,19,19,5.2,1.2,95,4x8 Cylinder,33.1
796,2015,Huda and Alam,0.57,173.5,173.5,694,347,2320,2670,19,19,5.2,1.2,90,4x8 Cylinder,30.4
805,2012,Limbachia et al.,0.58,620,0,620,310,2340,,20,,5.3,,40,6x12 Cylinder,18
810,2013,Sheen et al.,0.58,0,372.9,678,339,,2630,,25,,1.2,125,4x8 Cylinder,28.8
811,2013,Sheen et al.,0.58,372.9,0,678,339,2260,,25,,7.5,,110,4x8 Cylinder,26.5
812,2013,Sheen et al.,0.58,485.9,0,565,339,2260,,25,,7.5,,100,4x8 Cylinder,23.3
813,2013,Sheen et al.,0.58,485.9,0,565,339,2260,,25,,7.5,,90,4x8 Cylinder,21.6
814,2013,Thomas et al.,0.58,97.5,0,812.5,325,2320,,20,,5.3,,,6x12 Cylinder,33.5
815,2014,Thomas et al.1,0.58,97.5,0,812.5,325,2320,,19,,5.3,,,4x8 Cylinder,43.1
816,2018,Thomas et al. 3,0.58,97.5,0,812.5,325,2320,,20,,5.3,,21,,43.1
819,2012,Pereira et al.,0.59,42,378,700,350,2010,2720,12,20,10.9,0.6,123,6x6x6 Cube,40
821,2014,Thomas et al.1,0.59,71.5,286,550,275,2320,2730,19,20,5.3,0.5,,4x8 Cylinder,49.3
825,2007,Sato et al.,0.6,159.85,0,868.75,278,2410,,,,5.28,,,4x8 Cylinder,34.5
826,2007,Sato et al.,0.6,159.85,0,868.75,278,2410,,,,5.28,,,4x8 Cylinder,31.8
827,2010,Corinaldesi,0.6,201.5,201.5,620,310,2400,2570,5,30,6.8,3,,4x4x4 Cube,31.6
828,2010,Corinaldesi,0.6,201.5,201.5,620,310,2420,2570,22,20,6.8,3,,4x4x4 Cube,34.7
829,2011,Butler et al.,0.6,25.37,59.19,890,267,2300,2700,19,,,,25,,30.9
830,2011,Butler et al.,0.6,17.36,40.49,890,267,2300,2700,19,,,,45,,31.3
831,2012,Abd Elhakam et al.,0.6,0,316.67,833.33,250,,,,20,,,,6x6x6 Cube,25
832,2012,Abd Elhakam et al.,0.6,79.17,237.5,833.33,250,,,19,20,,,,6x6x6 Cube,26.7
833,2012,Abd Elhakam et al.,0.6,145.83,145.83,833.33,250,,,19,20,,,,6x6x6 Cube,21.5
834,2012,Abd Elhakam et al.,0.6,218.75,72.92,833.33,250,,,19,20,,,,6x6x6 Cube,21.4
835,2012,Abd Elhakam et al.,0.6,385.71,0,714.29,250,,,19,,,,,6x6x6 Cube,20
836,2012,Hoffmann et al.,0.6,1072.5,0,650,325,2301,,32,,5,,,6x12 Cylinder,37.3
839,2012,Pereira et al.,0.6,0,350,700,350,,2720,,20,,0.6,123,6x6x6 Cube,39.5
840,2013,Thomas et al.,0.6,0,73.33,916.67,275,,2540,,20,,1.8,,6x12 Cylinder,38
841,2014,Beltran et al.2,0.6,0,192.86,857.14,300,,2680,,20,,1.9,,6x12 Cylinder,42
842,2014,Beltran et al.2,0.6,33.55,134.19,882.86,309,2380,2680,16,20,6.9,1.9,,6x12 Cylinder,42.9
843,2014,Beltran et al.2,0.6,144,144,800,320,2380,2680,16,20,6.9,1.9,,6x12 Cylinder,42.5
844,2014,Beltran et al.2,0.6,235.2,0,840,336,2380,2680,16,,6.9,,,6x12 Cylinder,40.9
845,2014,Medina et al.,0.6,0,110.74,922.86,323,,2660,,20,,2.66,41,4x8 Cylinder,65.03
846,2014,Medina et al.,0.6,55.37,55.37,922.86,323,2540,2660,25,20,4.49,2.66,42,4x8 Cylinder,47.68
847,2014,Medina et al.,0.6,55.37,55.37,922.86,323,2540,2660,25,20,4.49,2.66,41,4x8 Cylinder,48.84
848,2014,Thomas et al.1,0.6,0,73.33,916.67,275,,2730,,20,,0.5,,4x8 Cylinder,47.8
849,2015,Vivian et al.,0.6,0,343.91,709.09,390,,2720,,20,,0.57,75,4x8 Cylinder,32.21
850,2015,Vivian et al.,0.6,103.17,240.74,709.09,390,2640,2720,20,20,2.68,0.57,70,4x8 Cylinder,32.3
851,2015,Vivian et al.,0.6,343.91,0,709.09,390,2640,,20,,2.68,,65,4x8 Cylinder,25.26
852,2018,Thomas et al. 3,0.6,0,73.33,916.67,275,,2540,,20,,1.8,17,,47.8
853,2012,Limbachia et al.,0.61,339.25,339.25,590,295,2340,2510,20,22,5.3,1.4,60,6x12 Cylinder,19
855,2018,Woubishet,0.61,0,587.4,660,297,,2700,,38,,1.78,17,6x12 Cylinder,28.55
856,2018,Woubishet,0.61,58.74,528.66,660,297,2170,2700,38,38,7.5,1.78,15,6x12 Cylinder,30.95
857,2018,Woubishet,0.61,58.74,528.66,660,297,2170,2700,38,38,7.5,1.78,25,6x12 Cylinder,25.95
858,2013,Kim et al.,0.62,0,442.8,738,369,,2620,,25,,0.84,116,4x8 Cylinder,30
859,2013,Kim et al.,0.62,99.9,233.1,666,333,2140,2620,25,25,6.28,0.84,30,4x8 Cylinder,27
860,2013,Kim et al.,0.62,499.5,0,666,333,2140,,25,,6.28,,190,4x8 Cylinder,22
862,2014,Butler et al.,0.63,46.29,0,873.33,262,2430,,19,,6.15,,100,,31.1
863,2014,Pedro et al.,0.63,0,74.67,933.33,280,,2665,,20,,1,160,4x4x4 Cube,42.4
864,2014,Pedro et al.,0.63,0,74.67,933.33,280,,2708,,,,,,,42.5
865,2014,Pedro et al.,0.63,46.67,0,933.33,280,2701,,,,,,,,42
866,2014,Butler et al.,0.64,166.59,0,802.86,281,2480,,19,,4.66,,100,,38.6
867,2014,Pedro et al.,0.64,18.67,0,933.33,280,2458,,22,,5.8,,240,4x4x4 Cube,39.7
869,2014,Pedro et al.,0.64,18.67,0,933.33,280,2686,,,,,,,,34
870,2007,Rahal,0.65,0,396,720,360,,2860,,25,,0.7,,4x4x4 Cube,21.8
871,2007,Rahal,0.65,396,0,720,360,2390,,19,,3.47,,,4x4x4 Cube,22.1
872,2010,Zega and Di Maio,0.65,0,141,750,270,,2720,,20,,0.2,,4x4x4 Cube,20.2
873,2010,Zega and Di Maio,0.65,28.5,85.5,750,270,2440,2720,19,20,5.8,0.2,,4x4x4 Cube,18.5
874,2010,Zega and Di Maio,0.65,43.5,43.5,750,270,2440,2720,19,20,5.8,0.2,,4x4x4 Cube,18
875,2010,Zega and Di Maio,0.65,65.25,21.75,750,270,2440,2720,19,20,5.8,0.2,,4x4x4 Cube,16.5
876,2011,Belen et al.,0.65,0,18.33,916.67,275,,2730,,20,,2.5,120,4x8 Cylinder,31.9
877,2011,Gonzalez-Fonteboa et al.,0.65,0,18.33,916.67,275,,2720,,20,,2,,6x12 Cylinder,31.9
881,2011,Somna et al.,0.65,0,189.64,842.86,295,,2730,,25,,0.45,80,4x8 Cylinder,30.4
882,2011,Somna et al.,0.65,189.64,0,842.86,295,2490,,19,,4.8,,80,4x8 Cylinder,24.8
883,2014,Beltran et al.1,0.65,0,630,750,300,,2680,,30,,1.53,,6x12 Cylinder,18
884,2014,Beltran et al.1,0.65,165,495,750,300,2380,2680,20,30,6.94,1.53,,6x12 Cylinder,14.7
885,2014,Beltran et al.1,0.65,345,345,750,300,2380,2680,20,30,6.94,1.53,,6x12 Cylinder,14.6
886,2014,Beltran et al.1,0.65,517.5,172.5,750,300,2380,2680,20,30,6.94,,,6x12 Cylinder,14.2
887,2014,Gayarre et al.,0.65,0,72.86,857.14,300,,2500,,19,,1.7,130,6x12 Cylinder,40.5
888,2014,Gayarre et al.,0.65,0,180,750,300,,2500,,19,,1.7,130,6x12 Cylinder,40.5
889,2014,Gayarre et al.,0.65,42,168,750,300,2300,2500,20,19,5.2,1.7,105,6x12 Cylinder,39.5
890,2014,Gayarre et al.,0.65,36,144,750,300,2300,2500,20,19,5.5,1.7,105,6x12 Cylinder,41
891,2014,Gayarre et al.,0.65,105,105,750,300,2300,2500,20,19,5.2,1.7,130,6x12 Cylinder,40.8
892,2014,Gayarre et al.,0.65,90,90,750,300,2300,2500,20,19,5.5,1.7,130,6x12 Cylinder,38.8
893,2014,Gayarre et al.,0.65,210,0,750,300,2300,,20,,5.2,,125,6x12 Cylinder,43.7
894,2014,Gayarre et al.,0.65,210,0,750,300,2300,,20,,5.5,,125,6x12 Cylinder,39.9
895,2014,Medina et al.,0.65,0,110.74,922.86,323,,2660,,20,,2.66,32,4x8 Cylinder,52.7
896,2014,Medina et al.,0.65,27.69,83.06,922.86,323,2540,2660,25,20,4.49,2.66,32,4x8 Cylinder,45.61
897,2014,Medina et al.,0.65,27.69,83.06,922.86,323,2540,2660,25,20,4.49,2.66,35,4x8 Cylinder,52.11
898,2014,Medina et al.,0.65,55.37,55.37,922.86,323,2540,2660,20,20,4.49,2.66,32,4x8 Cylinder,43.8
899,2014,Medina et al.,0.65,55.37,55.37,922.86,323,2540,2660,20,20,4.49,2.66,32,4x8 Cylinder,44.75
900,2014,Pedro et al.,0.65,0,18.67,933.33,280,,2537,,20,,1.3,160,4x4x4 Cube,38.7
